Deal Date,Deal Sub-Category,Acquirer Company / Merger Participant 1,Target Company / Merger Participant 2,Deal Value,Deal Headline
7/13/2001,100% Acquisition,KS Biomedix Holdings PLC,"Avicenna Medica, Inc.",58.60 ,KS Biomedix Holdings acquires Avicenna Medica,
7/19/2011,100% Acquisition,bioMerieux SA,Ab-SERVICES SAS,59.80 ,bioMerieux acquires Ab-SERVICES,
9/4/2008,"Minority Acquisition,None","Equity Group Investments, LLC","MiddleBrook Pharmaceuticals, Inc. (Formerly Advancis Pharmaceutical Corporation)",100.00 ,Equity Group Investments invests $100 million in MiddleBrook Pharmaceuticals,
9/4/2008,Minority Acquisition,"Abraxis BioScience, Inc. (formerly New Abraxis, Inc.)","ProMetic Life Sciences, Inc.",7.00 ,Abraxis BioScience to acquire minority stake in ProMetic Lifesciences,
9/4/2008,Minority Acquisition,Prime Retirement &amp; Aged Care Property Trust,Babcock &amp; Brown Communities Group,99.90 ,Prime Retirement & Aged Care Property Trust to acquire 40% of Babcock & Brown Communities,
9/3/2008,"Minority Acquisition,None","RimAsia Capital Partners, L.P.","NeoStem, Inc. (formerly Phase III Medical, Inc.)",1.30 ,NeoStem secures $1.25 million financing from RimAsia Capital Partners,
9/3/2008,Majority Acquisition,The Procter &amp; Gamble Company,"NIOXIN Research Laboratories, Inc.",,Procter & Gamble acquires NIOXIN Research Laboratories,
9/3/2008,Asset Purchase,"Safecor Health, LLC","Regional Service Center, Inc. - Assets",,Safecor Health acquires assets of Regional Service Center,
9/3/2008,Majority Acquisition,Mundipharma International Limited,"Clinical Designs, Ltd.",,Abingworth sells Clinical Designs to Mundipharma International,
9/3/2008,Majority Acquisition,Pall Corporation,GeneSystems,,Pall Corporation acquires GeneSystems,
9/3/2008,Majority Acquisition,ConvaTec. Inc.,Unomedical a/s,,ConvaTec acquires Unomedical,
9/3/2008,"Minority Acquisition,None","TA Associates Management, L.P.",Quotient Bioscience Limited,62.60 ,Quotient Bioscience secures $62.57 million financing from TA Associates,
4/3/2014,100% Acquisition,"MEDITE Cancer Diagnostic, Inc. (Formerly Cytocore, Inc.)",The Holding MEDITE Enterprise Inc.,60.00 ,CytoCore acquires 100% of The Holding MEDITE Enterprise,
7/11/2012,100% Acquisition,Luminex Corporation,GenturaDx,60.00 ,Luminex acquires GenturaDx,
12/31/2011,100% Acquisition,Open Joint Stock Company Protek,OOO AnviLab,60.00 ,Protek Group acquires 100% stake in AnviLab,
9/2/2008,"Minority Acquisition,None","Alta Partners|HealthCare Ventures LLC|Sutter Hill Ventures|Three Arch Partners|Threshold Pharmaceuticals, Inc. - Management Team","Threshold Pharmaceuticals, Inc.",18.30 ,Threshold Pharmaceuticals raises $18.3 million through private placement,
9/2/2008,Majority Acquisition,ExtruMed LLC,"Innovative Extrusions, LLC (new name ExtruMed Livermore)",,ExtruMed acquires Innovative Extrusions,
10/31/2010,100% Acquisition,Sanofi Pasteur SA,VaxDesign Corporation,60.00 ,Sanofi Pasteur acquires 100% of VaxDesign,
2/12/2007,100% Acquisition,Sigma-Aldrich Corporation,Epichem Group Limited,60.00 ,Sigma-Aldrich Acquires Epichem Group Limited,
9/1/2008,Minority Acquisition,Hankkija-Maatalous Oy,Suomen Rehu Oy,39.60 ,Hankkija-Maatalous acquires 49% stake in Suomen Rehu from Lannen Tehtaat,
9/1/2008,Majority Acquisition,Grupo Mathiesen,Centro de Diagnostico Veterinario,,Grupo Mathiesen acquires Centro de Diagnostico Veterinario,
9/1/2008,Asset Purchase,"Sanofi-aventis Australia Pty, Ltd.",Symbion CP Holdings Pty Limited,543.70 ,Sanofi-Aventis Australia acquires Symbion Consumer from Primary Health Care,
8/31/2008,"Minority Acquisition,None",Ghani Glass Limited|JS Group|RAK Investment Authority|Swicorp Joussour Company,"RAK Ghani Glass, LLC",,"Swicorp Joussour, RAK Investment, JS Group, and Ghani Glass acquire stake in RAK Ghani Glass",
8/29/2008,Asset Purchase,"Bioveta, Inc.",Spofa as - Veterinary Product Range,,Bioveta acquires veterinary product range of Spofa,
8/29/2008,Asset Purchase,"FUJIYAKUHIN Co., Ltd.",Charming Square Ashiya,,Fujiyakuhin to acquire Charming Square Ashiya from Zecs Active Age,
8/29/2008,Majority Acquisition,"Abano Healthcare Group, Ltd.",Dunedin Hearing,,Abano Healthcare Group acquires Dunedin Hearing,
8/29/2008,Majority Acquisition,"clickNsettle.com, Inc.","Tiger X Medical, Inc. (formerly Cardo Medical, Inc.)",,clickNsettle acquires Cardo Medical,
8/28/2008,"100% acquisition,Management Buy-out (MBO)",--,Applikon Biotechnology B.V.,,Applikon Biotechnology completes management buy-out,
8/28/2008,Minority Acquisition,Monsanto Company,"Evogene, Ltd.",18.00 ,Monsanto Company acquires 13.5% stake in Evogene,
8/27/2008,Minority Acquisition,Sopharma AD,Vitamini OAO,,Sopharma acquires additional 20% stake in Vitamini,
12/15/2006,100% Acquisition,"WebMD Health Corp. (formerly WebMD Health Holdings, Inc.)","Subimo, LLC",60.00 ,WebMD Announces Completion of Subimo Acquisition,
8/26/2008,Asset Purchase,Galapagos NV (formerly Galapagos Genomics NV),Sareum Holdings plc - Drug Discovery Assets,1.00 ,Galapagos acquires structure-based drug discovery assets from Sareum Holdings,
8/26/2008,Majority Acquisition,"Algorithme Pharma Holdings, Inc.","Simbec Research, Ltd.",,Algorithme Pharma acquires Simbec Research,
3/1/2006,100% Acquisition,"InVentiv Health, Inc.","Adheris, Inc.",60.00 ,Ventiv Health completes acquisition of Adheris,
8/25/2008,"100% acquisition,Institutional Buy-out (IBO)",Argan Capital Advisors LLP,Humana Group,,Argan Capital Advisors invests in Humana Group,
8/25/2008,Minority Acquisition,DLM Capital Investors LLC,Bacteria Sciences Worldwide LLC,"1,000.00 ",DLM Capital Investors to acquire 30% stake in Bacteria Sciences Worldwide,
8/25/2008,"Minority Acquisition,None","OppenheimerFunds, Inc.|Undisclosed Investors",Tyrian Diagnostics (formerly Proteome Systems Limited),2.20 ,Proteome Systems completes $2.2 million private placement,
8/22/2008,"Minority Acquisition,None",Allenex AB (formerly LinkMed AB)|Centra Holding AB (Koncentra Holding AB),AnaMar Medical AB,3.10 ,LinkMed and Koncentra Holding invests $3.13 million in AnaMar Medical,
9/1/2005,100% Acquisition,"Takara Bio, Inc.","Clontech Laboratories, Inc.",60.00 ,Takara completes Clontech Operations acquisition,
8/21/2008,Majority Acquisition,ATS Beteiligungsverwaltung GmbH,GANYMED Pharmaceuticals AG,,ATS Beteiligungsverwaltung acquires majority stake in GANYMED Pharmaceuticals,
8/21/2008,Minority Acquisition,Lupin Limited,"Generic Health Pty, Ltd.",,Lupin acquires stake in Generic Health,
8/21/2008,Majority Acquisition,"Glycominds, Ltd.","Savyon Diagnostics, Ltd.",8.00 ,Glycominds to acquire Savyon Diagnostics,
8/21/2008,Minority Acquisition,"Kyorin Pharmaceutical Co., Ltd.","Nisshin Kyorin Pharmaceutical Co., Ltd.",31.80 ,Kyorin Pharmaceutical acquires 50% joint venture stake in Nisshin Kyorin Pharmaceutical,
8/21/2008,Minority Acquisition,Mitsubishi Tanabe Pharma Corporation,"Choseido Pharmaceutical Co., Ltd.",,Mitsubishi Tanabe Pharma acquires stake in Choseido Pharmaceutical,
7/31/2005,100% Acquisition,"Fisher Scientific International, Inc.",McKesson BioServices,60.00 ,Fisher Scientific completes the acquisition of McKesson BioServices,
1/12/2005,100% Acquisition,"C.R. Bard, Inc.","Genyx Medical, Inc.",60.00 ,Genyx Medical receives FDA approval of URYX(R) Urethral Bulking Agent and completes sale of company to C.R. Bard,
1/10/2005,100% Acquisition,Life Technologies Corporation (formerly Invitrogen Corporation),"Zymed Laboratories, Inc.",60.00 ,Invitrogen signs agreement to acquires Zymed Laboratories,
8/20/2008,"Minority Acquisition,None","Toucan Partners, LLC","Northwest Biotherapeutics, Inc.",1.00 ,Northwest Biotherapeutics closes $1 million debt financing from Toucan Partners,
8/20/2008,"Minority Acquisition,None","Lehman Brothers, Inc.|The Peierls Foundation|William Harris Investors, Inc.","Lpath, Inc. (Formerly Lpath Therapeutics, Inc.)",6.70 ,Lpath closes $6.7 million private placement,
8/19/2008,"Majority acquisition,None","Kotak Investment Advisors, Ltd. (Kotak Realty Funds Group)|Kotak Private Equity Group",Rubicon Research Private Limited,,Kotak Private Equity invests in Rubicon Research,
8/19/2008,Minority Acquisition,Symrise GmbH &amp; Co. KG,Therapeutic Peptides Inc,,Symrise acquires 20% stake in Therapeutic Peptides,
8/19/2008,"Minority Acquisition,None","Asia Union Investments Pty Limited|GBS Venture Partners Pty Ltd|MPM BioVentures IV|New Enterprise Associates, Inc. (NEA)|Orbis Mutual Funds","Peplin, Inc.",24.00 ,Peplin completes $24 million private placement,
8/19/2008,Majority Acquisition,Kverva AS|Orkla ASA,PHARMAQ AS,,Orkla and Kverva to acquire 66% stake in PHARMAQ,
8/19/2008,Asset Purchase,"Stanbio Laboratory, L.P.","Thermo Fisher Scientific, Inc. - ALKO Line of Products and Services",,Stanbio Laboratory acquires ALKO Product line and services from Thermo Fisher Scientific,
8/19/2008,"Majority acquisition,None","TowerBrook Capital Partners, L.P.",The Broadlane Group,,TowerBrook Capital Partners acquires majority interest in Broadlane,
10/25/2004,100% Acquisition,Abbott Laboratories,"Spine Next, S.A.",60.00 ,Abbott acquires Spine Next,
8/18/2008,Asset Purchase,Riemser Pharma GmbH (formerlyRiemser Arzneimittel AG),Curasan AG - Specialty Dental Business,,RIEMSER Arzneimittel acquires Curasan specialty dental business,
3/1/2002,100% Acquisition,Curative Health Services Inc,"Apex Therapeutic Care, Inc.",60.00 ,Curative Health Services completes acquisition of Apex Therapeutic Care,
8/14/2008,"Minority Acquisition,None",IFCI Venture Capital Funds Limited (IFCI Venture),"Marck Biosciences, Ltd.",5.00 ,Marck Biosciences raises $5 million equity funding from IFCI Venture Capital,
8/14/2008,Minority Acquisition,Circadian Technologies Limited,Vegenics Limited,,Circadian Technologies acquires remaining 33% stake in Vegenics,
12/4/1997,100% Acquisition,Medicis Pharmaceutical Corporation,GenDerm Corporation,60.00 ,Medicis Pharmaceutical completes acquisition of GenDerm Corporation,
8/14/2008,Minority Acquisition,Polpharma S.A.,BIOTON S.A.,209.30 ,POLPHARMA to acquire 38.5% stake in BIOTON from Prokom Investments,
8/14/2008,Exit,Polpharma S.A.,BIOTON S.A.,209.30 ,Prokom Investments sells 38.5% stake in BIOTON to POLPHARMA,
8/14/2008,Majority Acquisition,"Symyx Technologies, Inc.","Integrity Biosolution, LLC",,Symyx Technologies acquires Integrity Biosolution,
8/14/2008,Majority Acquisition,"Grand Pharmaceutical (China) Co., Limited (formerly Wuhan Grand Pharmaceutical Group Co., Ltd.)","Wuhan Wuda Hongyuan Co., Ltd.",4.60 ,Wuhan Grand to acquire 52% stake in Wuhan Hongyuan,
8/14/2008,Minority Acquisition,Circadian Technologies Limited,Vegenics Limited,,Circadian completes acquisition of 100% of Vegenics,
8/13/2008,"Minority Acquisition,None","|Diker Management LLC|Lehman Brothers, Inc.","Opexa Therapeutics, Inc. (formerly PharmaFrontiers Corp.)",3.00 ,Opexa Therapeutics completes $3 million private placement,
8/13/2008,Minority Acquisition,Sopharma AD,Vitamini OAO,,Sopharma acquires 4.93% stake in Vitamini,
9/6/2007,100% Acquisition,Hikma Pharmaceuticals PLC,Alkan Pharma SAE,60.50 ,Hikma Pharmaceuticals acquires Alkan Pharma,
3/29/2002,100% Acquisition,Chiron Corporation,Matrix Pharmaceutical Inc,61.00 ,Chiron Corporation Completes Acquisition of Matrix Pharmaceutical,
8/12/2008,--,--,"Sun Packing, Inc.|XenaCare Holdings, Inc.",,XenaCare Holdings to merge with Sun Packing,
8/12/2008,Majority Acquisition,"Merck &amp; Co., Inc. (formerly Schering-Plough Corporation)","Shanghai Schering-Plough Pharmaceutical Co., Ltd.",,Schering-Plough acquires Shanghai Schering-Plough from Shanghai Pharmaceutical Industry and Shanghai Pharmaceutical Group,
12/16/2014,100% Acquisition,"Evolva Holding SA (formerly Arpida, Ltd.)","Allylix, Inc.",61.40 ,Evolva acquires 100% of Allylix,
8/12/2008,Minority Acquisition,Finance Consulting Company,Sopharma AD,,Finance Consulting Company acquires stake in Sopharma from Telso,
8/12/2008,--,--,"stART Licensing, Inc.|ViaGen, Inc.",,Start Licensing merges with Viagen,
8/12/2008,"Minority Acquisition,None","Clarus Ventures, LLC|Investor Growth Capital AB|ProQuest Investments","Achillion Pharmaceuticals, Inc.",31.10 ,Achillion Pharmaceuticals raises $31.1 million from private investors,
8/11/2008,Asset Purchase,"Biodex Medical Systems, Inc.","Pharmalucence, Inc. - AeroTech Product Line",,Pharmalucence sells AeroTech product line to Biodex Medical Systems,
8/11/2008,Majority Acquisition,UDG Healthcare plc (formerly United Drug plc),Sharp Corporation (US),99.00 ,United Drug acquires Sharp Corporation,
8/9/2008,"Minority Acquisition,None","TPG Capital, L.P. (formerly Texas Pacific Group)","CJSC SIA International, Ltd.",800.00 ,TPG Capital acquires 50% stake in SIA International,
8/8/2008,"Minority Acquisition,None","Tang Capital Management, LLC","Ambrilia Biopharma, Inc.",0.10 ,Tang Capital Partners acquires 2.7% stake in Ambrilia Biopharma,
8/8/2008,"Minority Acquisition,None","Brencourt Advisors, LLC","IR Biosciences Holdings, Inc.",5.00 ,IR BioSciences Holdings closes $5 million equity funding,
8/8/2008,Minority Acquisition,Pierrel S.p.A.,PharmaPart AG,1.40 ,Pierrel S.p.A. to acquire remaining 49% stake in Pharmapart AG,
8/8/2008,Majority Acquisition,"SMC, Ltd.",Stoesser-Gordon Plastics,,SMC acquires Stoesser-Gordon Plastics,
8/7/2008,Asset Purchase,Recipharm AB,Inotech Labor AG - Aseptic Filling and Lyophilisation Facilities,,Recipharm acquires aseptic filling and lyophilisation facilities from Inotech Labor,
8/7/2008,Asset Purchase,NoemaLife SpA,Ferrania Technologies S.p.A - LifeWeb business,2.40 ,NoemaLife acquires LifeWeb business from Ferrania Technologies,
8/7/2008,Asset Purchase,"St. Jude Medical, Inc.",Datascope Corp. - Assets,24.00 ,Datascope sells vascular closure business assets to St. Jude Medical,
8/7/2008,Asset Purchase,"Covidien plc (formerly Covidien, Ltd.)","CardioDigital, Inc. - Technology Assets",,Covidien acquires technology assets of CardioDigital,
10/14/2002,100% Acquisition,"Bayer Corporation (formerly Miles, Inc.)","Visible Genetics, Inc.",61.40 ,Bayer Diagnostics Completes Acquisition of Visible Genetics,
8/6/2008,Majority Acquisition,NDS Surgical Imaging LLC,Dome Imaging Systems,,NDS Surgical Imaging acquires Dome Imaging,
8/6/2008,Majority Acquisition,"Stiefel Laboratories, Inc.","Barrier Therapeutics, Inc.",148.00 ,Stiefel Laboratories acquires Barrier Therapeutics,
8/5/2008,Majority Acquisition,AgResearch Limited,Covita Limited,,Wool Equities sells 74.9% stake in Covita to AgResearch,
8/5/2008,Minority Acquisition,AgResearch Limited,Paraco Limited,,Wool Equities sells 33.3% stake in Paraco to AgResearch,
8/5/2008,"Minority Acquisition,None",Kingsbridge Capital Limited,"ACADIA Pharmaceuticals, Inc.",,Kingsbridge Capital invests $60 million in ACADIA Pharmaceuticals,
8/5/2008,Majority Acquisition,The Medicines Company,Curacyte Discovery GmbH,,The Medicines Company acquires Curacyte Discovery GmbH,
8/5/2008,Asset Purchase,"PRI Medical Technologies, Inc.","PhotoMedex, Inc. - Surgical Services Division",3.50 ,PRI Medical Technologies acquires surgical services division from PhotoMedex,
8/5/2008,Asset Purchase,Octapharma AG,"International BioResources, LLC - 33 Plasma Collection Centers",,Octapharma to acquire plasma centers from International BioResources,
8/5/2008,Majority Acquisition,"Clinical Data, Inc.","Adenosine Therapeutics, LLC",41.00 ,Clinical Data acquires Adenosine Therapeutics,
8/5/2008,"Minority Acquisition,None","Eastern Equity Partners, LLC",The Provit Group of Companies,,Eastern Equity Partners acquires 50% stake in Provit Group,
8/5/2008,Majority Acquisition,Intercell AG,Iomai Corporation,186.80 ,Intercell acquires Iomai,
8/5/2008,Majority Acquisition,"Immucor, Inc.","BioArray Solutions, Ltd.",117.00 ,Immucor acquires Bioarray Solutions,
8/5/2008,Asset Purchase,Nepentes S.A.,Baxter Poland Sp. z o.o. - Infusion Liquids Production Plant - Poland,7.30 ,Nepentes acquires pharmaceutical production plant in Poland from Baxter Polska,
8/4/2008,"Minority Acquisition,None",Accretive Exit Capital Partners I L.P.,"Diagnostic Imaging Group, LLC",,Accretive Exit Capital acquires stake in Diagnostic Imaging from Evercore Capital,
8/4/2008,Majority Acquisition,"Sekisui Chemical Co., Ltd.","XenoTech, LLC",,Sekisui Chemical acquires XenoTech,
10/31/2013,100% Acquisition,BASF Corporation,Verenium Corporation (Formerly Diversa Corporation),62.00 ,BASF acquires 100% of Verenium,
8/4/2008,Majority Acquisition,"ESCO Technologies, Inc.",LDIC GmbH,,ESCO Technologies acquires LDIC GmbH,
8/4/2008,Minority Acquisition,China Renji Medical Group Limited,Shenzhen Radiotherapy Asset,19.90 ,China Renji Medical to acquire 40% interest in the Shenzhen Radiotherapy Asset,
8/4/2008,Majority Acquisition,"VWR International, LLC",Spektrum-3D Kft,,VWR International acquires Spektrum-3D,
8/4/2008,Majority Acquisition,China Renji Medical Group Limited,Shandong Radiotherapy Asset,13.90 ,China Renji to acquire 51% interest in the Shandong Radiotherapy Asset,
8/4/2008,Majority Acquisition,"Kowa Company, Ltd.","Kowa Pharmaceuticals America, Inc., (formerly ProEthic Pharmaceuticals, Inc.)",,Kowa Company acquires ProEthic Pharmaceuticals,
8/4/2008,"Majority acquisition,None",RJD Partners,Raphael Healthcare,12.10 ,RJD Partners invests $12.05 million in Raphael Healthcare,
8/4/2008,Majority Acquisition,Integra LifeSciences Holdings Corporation,"Theken Disc, LLC|Theken Spine, LLC|Therics, LLC",200.00 ,Integra LifeSciences acquires Theken business,
7/22/2010,100% Acquisition,"Danone North America, Inc.","Medical Nutrition USA, Inc. (formerly Gender Sciences, Inc.; Medical Nutrition, Inc.)",62.30 ,Danone acquires Medical Nutrition,
8/1/2008,Majority Acquisition,"Illumina, Inc.","Avantome, Inc.",60.00 ,Illumina acquires Avantome,
8/1/2008,Asset Purchase,Biocompatibles International plc,"BrachySciences, Inc. - Business and Assets",21.60 ,Biocompatibles acquires business and net assets from BrachySciences,
8/1/2008,"Minority Acquisition,None",CHS Private Equity V LP,"Heartland Dental Care, Inc.",,Code Hennessy & Simmons makes equity investment in Heartland Dental Care,
8/1/2008,"Minority Acquisition,None","|ABIOMED, Inc.|New Leaf Ventures II, LP|Special Situations Cayman Fund, L.P.|Special Situations Fund III|Special Situations Life Sciences Fund|Special Situations Private Equity Fund, L.P.|Venrock Associates V LP|Venrock Entrepreneurs Fund|Venrock Partners LP|World Heart, Inc.",World Heart Corporation,30.00 ,World Heart completes $30 million private placement,
